Timestamp,n-unique-addresses
2020-05-24 00:00:00,458476
2020-05-25 00:00:00,551378
2020-05-26 00:00:00,605213
2020-05-27 00:00:00,603823
2020-05-28 00:00:00,617362
2020-05-29 00:00:00,591013
2020-05-30 00:00:00,556912
2020-05-31 00:00:00,495162
2020-06-01 00:00:00,623944
2020-06-02 00:00:00,638403
2020-06-03 00:00:00,646746
2020-06-04 00:00:00,628388
2020-06-05 00:00:00,643217
2020-06-06 00:00:00,548424
2020-06-07 00:00:00,487527
2020-06-08 00:00:00,625333
2020-06-09 00:00:00,644690
2020-06-10 00:00:00,645485
2020-06-11 00:00:00,673800
2020-06-12 00:00:00,635165
2020-06-13 00:00:00,541115
2020-06-14 00:00:00,502951
2020-06-15 00:00:00,606713
2020-06-16 00:00:00,683561
2020-06-17 00:00:00,669086
2020-06-18 00:00:00,582343
2020-06-19 00:00:00,674050
2020-06-20 00:00:00,553650
2020-06-21 00:00:00,475037
2020-06-22 00:00:00,603576
2020-06-23 00:00:00,704215
2020-06-24 00:00:00,625283
2020-06-25 00:00:00,631260
2020-06-26 00:00:00,646111
2020-06-27 00:00:00,546558
2020-06-28 00:00:00,500152
2020-06-29 00:00:00,625207
2020-06-30 00:00:00,621031
2020-07-01 00:00:00,758469
2020-07-02 00:00:00,674745
2020-07-03 00:00:00,661454
2020-07-04 00:00:00,561108
2020-07-05 00:00:00,509206
2020-07-06 00:00:00,678157
2020-07-07 00:00:00,706177
2020-07-08 00:00:00,702636
2020-07-09 00:00:00,708162
2020-07-10 00:00:00,681724
2020-07-11 00:00:00,601249
2020-07-12 00:00:00,525851
2020-07-13 00:00:00,638906
2020-07-14 00:00:00,734433
2020-07-15 00:00:00,671171
2020-07-16 00:00:00,709099
2020-07-17 00:00:00,629600
2020-07-18 00:00:00,632584
2020-07-19 00:00:00,550119
2020-07-20 00:00:00,644972
2020-07-21 00:00:00,660884
2020-07-22 00:00:00,748958
2020-07-23 00:00:00,696765
2020-07-24 00:00:00,740460
2020-07-25 00:00:00,619497
2020-07-26 00:00:00,608050
2020-07-27 00:00:00,690892
2020-07-28 00:00:00,745966
2020-07-29 00:00:00,717842
2020-07-30 00:00:00,689993
2020-07-31 00:00:00,733209
2020-08-01 00:00:00,644333
2020-08-02 00:00:00,616214
2020-08-03 00:00:00,708227
2020-08-04 00:00:00,708169
2020-08-05 00:00:00,655315
2020-08-06 00:00:00,762479
2020-08-07 00:00:00,707225
2020-08-08 00:00:00,625679
2020-08-09 00:00:00,564507
2020-08-10 00:00:00,683507
2020-08-11 00:00:00,744212
2020-08-12 00:00:00,733894
2020-08-13 00:00:00,690043
2020-08-14 00:00:00,755913
2020-08-15 00:00:00,664922
2020-08-16 00:00:00,571198
2020-08-17 00:00:00,652100
2020-08-18 00:00:00,739835
2020-08-19 00:00:00,710405
2020-08-20 00:00:00,705709
2020-08-21 00:00:00,675988
2020-08-22 00:00:00,649053
2020-08-23 00:00:00,569381
2020-08-24 00:00:00,674821
2020-08-25 00:00:00,678008
2020-08-26 00:00:00,696908
2020-08-27 00:00:00,702891
2020-08-28 00:00:00,720277
2020-08-29 00:00:00,617518
2020-08-30 00:00:00,555079
2020-08-31 00:00:00,662241
2020-09-01 00:00:00,795329
2020-09-02 00:00:00,714425
2020-09-03 00:00:00,691592
2020-09-04 00:00:00,680093
2020-09-05 00:00:00,685736
2020-09-06 00:00:00,557370
2020-09-07 00:00:00,672721
2020-09-08 00:00:00,693543
2020-09-09 00:00:00,681429
2020-09-10 00:00:00,745318
2020-09-11 00:00:00,677215
2020-09-12 00:00:00,604531
2020-09-13 00:00:00,540351
2020-09-14 00:00:00,726085
2020-09-15 00:00:00,718787
2020-09-16 00:00:00,747111
2020-09-17 00:00:00,740029
2020-09-18 00:00:00,687638
2020-09-19 00:00:00,624125
2020-09-20 00:00:00,535691
2020-09-21 00:00:00,644695
2020-09-22 00:00:00,678668
2020-09-23 00:00:00,733591
2020-09-24 00:00:00,684217
2020-09-25 00:00:00,741029
2020-09-26 00:00:00,591249
2020-09-27 00:00:00,538619
2020-09-28 00:00:00,629197
2020-09-29 00:00:00,735651
2020-09-30 00:00:00,748143
2020-10-01 00:00:00,679937
2020-10-02 00:00:00,689077
2020-10-03 00:00:00,642826
2020-10-04 00:00:00,562147
2020-10-05 00:00:00,635097
2020-10-06 00:00:00,692891
2020-10-07 00:00:00,762636
2020-10-08 00:00:00,698982
2020-10-09 00:00:00,714645
2020-10-10 00:00:00,631182
2020-10-11 00:00:00,541483
2020-10-12 00:00:00,658073
2020-10-13 00:00:00,732250
2020-10-14 00:00:00,680468
2020-10-15 00:00:00,743078
2020-10-16 00:00:00,712317
2020-10-17 00:00:00,586741
2020-10-18 00:00:00,512486
2020-10-19 00:00:00,679146
2020-10-20 00:00:00,713764
2020-10-21 00:00:00,687152
2020-10-22 00:00:00,753892
2020-10-23 00:00:00,712518
2020-10-24 00:00:00,657714
2020-10-25 00:00:00,547380
2020-10-25 23:00:00,579939
2020-10-26 23:00:00,600338
2020-10-27 23:00:00,615001
2020-10-28 23:00:00,652778
2020-10-29 23:00:00,635998
2020-10-30 23:00:00,613906
2020-10-31 23:00:00,592197
2020-11-01 23:00:00,543348
2020-11-02 23:00:00,727413
2020-11-03 23:00:00,707247
2020-11-04 23:00:00,729209
2020-11-05 23:00:00,756129
2020-11-06 23:00:00,608746
2020-11-07 23:00:00,555482
2020-11-08 23:00:00,713629
2020-11-09 23:00:00,684892
2020-11-10 23:00:00,713744
2020-11-11 23:00:00,721180
2020-11-12 23:00:00,685725
2020-11-13 23:00:00,613373
2020-11-14 23:00:00,555375
2020-11-15 23:00:00,681273
2020-11-16 23:00:00,770689
2020-11-17 23:00:00,807705
2020-11-18 23:00:00,717377
2020-11-19 23:00:00,772326
2020-11-20 23:00:00,663959
2020-11-21 23:00:00,587237
2020-11-22 23:00:00,671932
2020-11-23 23:00:00,756417
2020-11-24 23:00:00,812699
2020-11-25 23:00:00,736612
2020-11-26 23:00:00,719237
2020-11-27 23:00:00,644206
2020-11-28 23:00:00,589008
2020-11-29 23:00:00,623554
2020-11-30 23:00:00,841581
2020-12-01 23:00:00,756978
2020-12-02 23:00:00,777633
2020-12-03 23:00:00,729984
2020-12-04 23:00:00,642981
2020-12-05 23:00:00,582059
2020-12-06 23:00:00,673269
2020-12-07 23:00:00,737193
2020-12-08 23:00:00,748572
2020-12-09 23:00:00,713602
2020-12-10 23:00:00,711679
2020-12-11 23:00:00,654893
2020-12-12 23:00:00,611911
2020-12-13 23:00:00,696656
2020-12-14 23:00:00,722550
2020-12-15 23:00:00,751162
2020-12-16 23:00:00,754492
2020-12-17 23:00:00,851929
2020-12-18 23:00:00,756109
2020-12-19 23:00:00,638816
2020-12-20 23:00:00,649848
2020-12-21 23:00:00,738842
2020-12-22 23:00:00,782736
2020-12-23 23:00:00,639280
2020-12-24 23:00:00,662980
2020-12-25 23:00:00,627843
2020-12-26 23:00:00,696527
2020-12-27 23:00:00,717073
2020-12-28 23:00:00,775919
2020-12-29 23:00:00,807268
2020-12-30 23:00:00,809871
2020-12-31 23:00:00,609741
2021-01-01 23:00:00,711719
2021-01-02 23:00:00,812749
2021-01-03 23:00:00,851667
2021-01-04 23:00:00,845343
2021-01-05 23:00:00,924851
2021-01-06 23:00:00,940647
2021-01-07 23:00:00,883788
2021-01-08 23:00:00,760179
2021-01-09 23:00:00,768365
2021-01-10 23:00:00,801285
2021-01-11 23:00:00,796457
2021-01-12 23:00:00,772596
2021-01-13 23:00:00,802110
2021-01-14 23:00:00,808283
2021-01-15 23:00:00,733398
2021-01-16 23:00:00,642730
2021-01-17 23:00:00,720228
2021-01-18 23:00:00,757920
2021-01-19 23:00:00,755823
2021-01-20 23:00:00,736588
2021-01-21 23:00:00,783335
2021-01-22 23:00:00,710703
2021-01-23 23:00:00,608849
2021-01-24 23:00:00,732867
2021-01-25 23:00:00,768537
2021-01-26 23:00:00,787548
2021-01-27 23:00:00,767142
2021-01-28 23:00:00,888960
2021-01-29 23:00:00,756022
2021-01-30 23:00:00,702062
2021-01-31 23:00:00,724841
2021-02-01 23:00:00,865515
2021-02-02 23:00:00,836448
2021-02-03 23:00:00,895626
2021-02-04 23:00:00,856297
2021-02-05 23:00:00,795079
2021-02-06 23:00:00,718596
2021-02-07 23:00:00,822971
2021-02-08 23:00:00,903883
2021-02-09 23:00:00,861426
2021-02-10 23:00:00,796146
2021-02-11 23:00:00,857246
2021-02-12 23:00:00,788028
2021-02-13 23:00:00,698818
2021-02-14 23:00:00,769869
2021-02-15 23:00:00,745457
2021-02-16 23:00:00,829226
2021-02-17 23:00:00,820203
2021-02-18 23:00:00,884319
2021-02-19 23:00:00,830094
2021-02-20 23:00:00,680893
2021-02-21 23:00:00,761941
2021-02-22 23:00:00,796658
2021-02-23 23:00:00,874171
2021-02-24 23:00:00,830544
2021-02-25 23:00:00,817077
2021-02-26 23:00:00,775777
2021-02-27 23:00:00,629972
2021-02-28 23:00:00,748049
2021-03-01 23:00:00,810035
2021-03-02 23:00:00,840642
2021-03-03 23:00:00,752764
2021-03-04 23:00:00,806404
2021-03-05 23:00:00,677322
2021-03-06 23:00:00,654593
2021-03-07 23:00:00,723503
2021-03-08 23:00:00,782612
2021-03-09 23:00:00,833186
2021-03-10 23:00:00,766597
2021-03-11 23:00:00,818834
2021-03-12 23:00:00,739312
2021-03-13 23:00:00,736008
2021-03-14 23:00:00,782966
2021-03-15 23:00:00,822884
2021-03-16 23:00:00,808119
2021-03-17 23:00:00,885634
2021-03-18 23:00:00,833389
2021-03-19 23:00:00,742019
2021-03-20 23:00:00,612850
2021-03-21 23:00:00,781908
2021-03-22 23:00:00,810265
2021-03-23 23:00:00,780464
2021-03-24 23:00:00,847860
2021-03-25 23:00:00,790548
2021-03-26 23:00:00,722993
2021-03-27 23:00:00,629197
2021-03-29 00:00:00,776764
2021-03-30 00:00:00,826466
2021-03-31 00:00:00,900660
2021-04-01 00:00:00,814587
2021-04-02 00:00:00,795716
2021-04-03 00:00:00,704293
2021-04-04 00:00:00,618857
2021-04-05 00:00:00,763702
2021-04-06 00:00:00,841579
2021-04-07 00:00:00,860993
2021-04-08 00:00:00,761635
2021-04-09 00:00:00,853581
2021-04-10 00:00:00,762965
2021-04-11 00:00:00,653736
2021-04-12 00:00:00,762819
2021-04-13 00:00:00,839652
2021-04-14 00:00:00,854552
2021-04-15 00:00:00,952400
2021-04-16 00:00:00,733666
2021-04-17 00:00:00,611196
2021-04-18 00:00:00,754058
2021-04-19 00:00:00,674744
2021-04-20 00:00:00,829989
2021-04-21 00:00:00,719498
2021-04-22 00:00:00,757844
2021-04-23 00:00:00,794322
2021-04-24 00:00:00,695216
2021-04-25 00:00:00,585806
2021-04-26 00:00:00,677984
2021-04-27 00:00:00,748381
2021-04-28 00:00:00,728620
2021-04-29 00:00:00,703520
2021-04-30 00:00:00,738101
2021-05-01 00:00:00,677778
2021-05-02 00:00:00,587240
2021-05-03 00:00:00,746177
2021-05-04 00:00:00,772207
2021-05-05 00:00:00,808208
2021-05-06 00:00:00,843433
2021-05-07 00:00:00,804452
2021-05-08 00:00:00,744143
2021-05-09 00:00:00,690253
2021-05-10 00:00:00,824736
2021-05-11 00:00:00,854634
2021-05-12 00:00:00,852846
2021-05-13 00:00:00,806882
2021-05-14 00:00:00,752353
2021-05-15 00:00:00,646899
2021-05-16 00:00:00,604353
2021-05-17 00:00:00,684281
2021-05-18 00:00:00,619246
2021-05-19 00:00:00,734818
2021-05-20 00:00:00,694786
2021-05-21 00:00:00,695822
2021-05-22 00:00:00,603588
2021-05-23 00:00:00,555526